NO,중복,구분1,구분2,구분3,구분4,파일명,경로,화면표시
277,52,상수,춘천시,PIPE_LM,상수관로,PIPE_LM(상수관로)_LINE_속성뿌리기(상수-춘천),상수/춘천시-상수/PIPE_LM(상수관로)_LINE_속성뿌리기(상수-춘천).LSP,"""WTL_PIPE_LM(상수관로)->"" """" SAA_CDE ""/"" IST_YMD ""/{"" JHT_CDE ""}/"" MOP_CDE ""/%%C"" PIP_DIP ""/L:"" PIP_LEN  ""\n"" ""_..최저D:"" LOW_DEP ""/최고D:"" HGH_DEP"
278,53,상수,춘천시,SPLY_LS,급수관로,SPLY_LS(급수관로)_LINE-속성뿌리기(상수-춘천),상수/춘천시-상수/SPLY_LS(급수관로)_LINE-속성뿌리기(상수-춘천).LSP,"""WTL_SPLY_LS(급수관로)->"" """" SAA_CDE ""/"" IST_YMD ""/{"" JHT_CDE ""}/"" MOP_CDE ""/%%C"" PIP_DIP ""/L:"" PIP_LEN  ""\n"" ""_..최저D:"" LOW_DEP ""/최고D:"" HGH_DEP"
279,54,상수,춘천시,VALV_PS,변류시설,VALV_PS(변류시설)_TEXT_속성뿌리기(상수-SVT)-회전수-방향각,상수/춘천시-상수/VALV_PS(변류시설)_TEXT_속성뿌리기(상수-SVT)-회전수-방향각.LSP,"cat ""WTL_VALV_PS(변류시설)->"" FTR_CDE ""/설치일:"" IST_YMD ""/변류형식:"" VAL_MOF ""/재질:"" VAL_MOP ""/%%C"" VAL_DIP ""/총회전수:"" TRO_CNT ""/현회전수:"" CRO_CNT ""/제조회사명:"" FTR_CDE5 ""/개폐여부:"" FTR_CDE3 ""/구동법:"" MTH_CDE """" ""[변실형태:"" FTR_CDE0 ""/규격:"" FTR_CDE1 ""/상태:"" FTR_CDE2 ""_제수변회전방향:"" SAE_CDE ""]"" ""/방향각:"" FTR_CDE4"
280,,상수,춘천시,WTL_VALV_PS,변류시설,WTL_VALV_PS(변류시설)_TEXT_속성뿌리기(상수-SVT)-회전수-방향각,상수/춘천시-상수/WTL_VALV_PS(변류시설)_TEXT_속성뿌리기(상수-SVT)-회전수-방향각.LSP,"cat ""WTL_VALV_PS(변류시설)->"" FTR_CDE ""/설치일:"" IST_YMD ""/변류형식:"" VAL_MOF ""/재질:"" VAL_MOP ""/%%C"" VAL_DIP ""/총회전수:"" TRO_CNT ""/현회전수:"" CRO_CNT ""/개폐여부:"" FTR_CDE3 ""/구동법:"" MTH_CDE """" ""[변실형태:"" FTR_CDE0 ""/규격:"" FTR_CDE1 ""/상태:"" FTR_CDE2 ""_제수변회전방향:"" SAE_CDE ""]"" ""/방향각:"" FTR_CDE4"
281,55,상수,춘천시,FIRE_PS,소방시설,FIRE_PS(소방시설_TEXT_속성뿌리기(상수_춘천시),상수/춘천시-상수/춘천시-상수/FIRE_PS(소방시설_TEXT_속성뿌리기(상수_춘천시).LSP,"""-"" FTR_CDE ""/"" IST_YMD ""/"" MOF_CDE ""/배수관구경:"" PIP_DIP ""/소화전구경:"" FIR_DIP ""/급수탑 높이:"" SUP_HIT"
282,56,상수,춘천시,FLOW_PS,유량계,FLOW_PS(유량계)_TEXT_속성뿌리기(상수유량_FLOW),상수/춘천시-상수/춘천시-상수/FLOW_PS(유량계)_TEXT_속성뿌리기(상수유량_FLOW).LSP,"""-유량계종류:"" GAG_CDE ""/"" IST_YMD ""/형식:"" MOF_CDE ""/관경:"" FLO_DIP"
283,57,상수,춘천시,WTL_PRES_PS,가압장,WTL_PRES_PS(가압장)-TEXT_속성뿌리기(상수-가압펌프장_PRES),상수/춘천시-상수/춘천시-상수/WTL_PRES_PS(가압장)-TEXT_속성뿌리기(상수-가압펌프장_PRES).LSP,"""가압장->"" FNS_YMD ""/가압장명:"" PRS_NAM ""/관리방법:"" SAG_CDE ""/가압장표고:"" PRS_ALT"
284,58,상수,춘천시,WTL_VALV_PS,변류시설,WTL_VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_종류구경),상수/춘천시-상수/춘천시-상수/WTL_VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_종류구경).LSP,"cat ""변류시설(WTL_VALV_PS)->"" FTR_CDE ""/설치일:"" IST_YMD ""/변류형식:"" VAL_MOF ""/재질:"" VAL_MOP ""/구경:%%C"" VAL_DIP """" ""\n"" ""_제수변회전방향:"" SAE_CDE ""/총회전수:"" TRO_CNT ""/현회전수:"" CRO_CNT ""/구동법:"" MTH_CDE """" ""\n"" ""\n"" ""[변실형태:"" VAL_FOR ""/규격:"" VAL_STD ""/상태:"" CST_CDE ""/개폐여부:"" OFF_CDE ""]"""
285,,상수,춘천시,WTL_VALV_PS,변류시설,WTL_VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_종류구경)-방향각,상수/춘천시-상수/춘천시-상수/WTL_VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_종류구경)-방향각.LSP,"cat ""WTL_VALV_PS(변류시설)->"" FTR_CDE ""/설치일:"" IST_YMD ""/변류형식:"" VAL_MOF ""/재질:"" VAL_MOP ""/구경:%%C"" VAL_DIP """" ""/방향각:"" FTR_CDE4 ""\n"" ""_제수변회전방향:"" SAE_CDE ""/총회전수:"" TRO_CNT ""/현회전수:"" CRO_CNT ""/구동법:"" MTH_CDE """" ""\n"" ""\n"" ""[변실형태:"" VAL_FOR ""/규격:"" VAL_STD ""/상태:"" CST_CDE ""/개폐여부:"" OFF_CDE ""]"""
286,58,상수,춘천시,WTL_VALV_PS,변류시설,WTL_VALV_PS(변류시설)_TEXT_속성뿌리기(상수_변류형식MOF),상수/춘천시-상수/춘천시-상수/WTL_VALV_PS(변류시설)_TEXT_속성뿌리기(상수_변류형식MOF).LSP,"cat ""변류시설(WTL_VALV_PS)->"" FTR_CDE ""/설치일:"" IST_YMD ""/변류형식:"" VAL_MOF ""/재질:"" VAL_MOP ""/구경:%%C"" VAL_DIP """" ""\n"" ""_제수변회전방향:"" SAE_CDE ""/총회전수:"" TRO_CNT ""/현회전수:"" CRO_CNT ""/구동법:"" MTH_CDE """" ""\n"" ""\n"" ""[변실형태:"" VAL_FOR ""/규격:"" VAL_STD ""/상태:"" CST_CDE ""/개폐여부:"" OFF_CDE ""]"""
287,59,상수,춘천시,,,LINE_속성뿌리기(상수-관로),상수/춘천시-상수/춘천시-상수/구 LSP/LINE_속성뿌리기(상수-관로).LSP,"""설치일="" ist_ymd "", 용도="" saa_cde "", 재질="" mop_cde "", 구경="" PIP_dip "", 연장="" PIP_len "", 최저깊이="" low_dep "", 최고깊이="" hgh_dep "", 접합="" JHT_CDE"
288,60,상수,춘천시,,,TEXT_속성뿌리기(상수_변류시설),상수/춘천시-상수/춘천시-상수/구 LSP/TEXT_속성뿌리기(상수_변류시설).LSP,""" 형식="" VAL_MOF "", 재질="" VAL_MOP "", 구경="" VAL_DIP "", 형태="" VAL_FOR "", 변실규격="" val_std "", 이상상태="" cst_cde "", 개폐여부="" off_cde"
289,61,상수,춘천시,,,TEXT_속성뿌리기(상수_상수맨홀),상수/춘천시-상수/춘천시-상수/구 LSP/TEXT_속성뿌리기(상수_상수맨홀).LSP,"""변실규격="" man_std "", 맨홀종류= "" som_cde "", 맨홀형태="" mhs_cde"
290,62,상수,춘천시,,,TEXT_속성뿌리기(상수_소방시설),상수/춘천시-상수/춘천시-상수/구 LSP/TEXT_속성뿌리기(상수_소방시설).LSP,"""맨홀형태="" MHS_CDE "", 소방관구경=""FIR_dip "", 배수관구경="" PIP_dip "", 급수탑높이="" sup_hit "", 형식="" mof_cde"
291,,상수,춘천시,WTL_VALV_PS,변류시설,VALV_PS(변류시설)-TEXT_속성뿌리기(변류시설-SBT1),상수/춘천시-상수/춘천시-상수/구 LSP/VALV_PS(변류시설)-TEXT_속성뿌리기(변류시설-SBT1).LSP,"""WTL_VALV_PS(변류):"" FTR_CDE ""/"" ist_ymd ""/형식:"" MOF_CDE ""/재질:"" MOP_CDE ""/변실형태:"" FOR_CDE ""/"" MTH_CDE ""/"" CST_CDE ""/"" OFF_CDE ""/구경:"" PIP_DIP ""/변실규격:"" VAL_STD ""/회전방향:"" ist_ymd1"
292,63,상수,춘천시,WTL_VALV_PS,변류시설,VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_PS),상수/춘천시-상수/춘천시-상수/구 LSP/VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_PS).LSP,"cat ""변류시설(WTL_VALV_PS)->"" FTR_CDE ""/설치일:"" IST_YMD ""/변류형식:"" VAL_MOF ""/재질:"" VAL_MOP ""/구경:%%C"" VAL_DIP """" ""\n"" ""_제수변회전방향:"" SAE_CDE ""/총회전수:"" TRO_CNT ""/현회전수:"" CRO_CNT ""/구동법:"" MTH_CDE """" ""\n"" ""\n"" ""{변실형태:"" VAL_FOR ""/규격:"" VAL_STD ""/상태:"" CST_CDE ""/개폐여부:"" OFF_CDE ""]"""
293,58,상수,춘천시,WTL_VALV_PS,변류시설,VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_종류별구경),상수/춘천시-상수/춘천시-상수/구 LSP/VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_종류별구경).LSP,"cat ""변류시설(WTL_VALV_PS)->"" FTR_CDE ""/설치일:"" IST_YMD ""/변류형식:"" VAL_MOF ""/재질:"" VAL_MOP ""/구경:%%C"" VAL_DIP """" ""\n"" ""_제수변회전방향:"" SAE_CDE ""/총회전수:"" TRO_CNT ""/현회전수:"" CRO_CNT ""/구동법:"" MTH_CDE """" ""\n"" ""\n"" ""[변실형태:"" VAL_FOR ""/규격:"" VAL_STD ""/상태:"" CST_CDE ""/개폐여부:"" OFF_CDE ""]"""
294,64,상수,춘천시,WTL_VALV_PS,변류시설,VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_종류별구경개폐여부),상수/춘천시-상수/춘천시-상수/구 LSP/VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_종류별구경개폐여부).LSP,"cat ""변류시설(WTL_VALV_PS)->"" FTR_CDE ""/설치일:"" IST_YMD ""/변류형식:"" VAL_MOF ""/재질:"" VAL_MOP ""/구경:%%C"" VAL_DIP """" ""\n"" ""{변실형태:"" VAL_FOR ""/규격:"" VAL_STD ""/상태:"" CST_CDE ""/개폐여부:"" OFF_CDE ""]"""
295,65,상수,춘천시,MANH_PS,,의왕시_TEXT_속성뿌리기(상수_MANH_PS),상수/춘천시-상수/춘천시-상수/구 LSP/의왕시_TEXT_속성뿌리기(상수_MANH_PS).LSP,"ist_ymd ""/[종류"" som_cde ""]/"" man_std ""/"" mhs_cde ""/"" SRV_CDE"
296,66,상수,춘천시,VALV_PS,,춘천_TEXT_속성뿌리기(상수_VALV_PS),상수/춘천시-상수/춘천시-상수/구 LSP/춘천_TEXT_속성뿌리기(상수_VALV_PS).LSP,"""'상태:"" CST_CDE ""/개폐:"" OFF_CDE ""/종류:"" FTR_CDE ""/변류재질:"" VAL_MOP ""/형식:"" VAL_MOF ""/%%C"" VAL_DIP ""/변실규격:"" VAL_STD ""/회전방향:"" FTR_CDE1"
297,67,상수,춘천시,MANH_PS,,춘천시_TEXT_속성뿌리기(상수_MANH_PS),상수/춘천시-상수/춘천시-상수/구 LSP/춘천시_TEXT_속성뿌리기(상수_MANH_PS).LSP,"""SWL_MANH_PS(하수맨홀)->"" FTR_CDE ""/설치일:"" IST_YMD ""/맨홀규격:"" MAN_STD ""/맨홀종류:"" SOM_CDE ""/맨홀형태:"" MHS_CDE "")"""
298,,상수,춘천시,FIRE_PS,소방시설,FIRE_PS(소방시설)_TEXT_속성뿌리기(상수_춘천시),상수/춘천시-상수/춘천시-상수-구/FIRE_PS(소방시설)_TEXT_속성뿌리기(상수_춘천시) .LSP,"""WTL_FIRE_PS(소방시설)---구분->"" FTR_CDE ""/"" IST_YMD ""/"" MOF_CDE ""/배수관구경:"" PIP_DIP ""/소화전구경:"" FIR_DIP ""/급수탑 높이:"" SUP_HIT"
299,55,상수,춘천시,FIRE_PS,소방시설,FIRE_PS(소방시설_TEXT_속성뿌리기(상수_춘천시),상수/춘천시-상수/춘천시-상수-구/FIRE_PS(소방시설_TEXT_속성뿌리기(상수_춘천시).LSP,"""-"" FTR_CDE ""/"" IST_YMD ""/"" MOF_CDE ""/배수관구경:"" PIP_DIP ""/소화전구경:"" FIR_DIP ""/급수탑 높이:"" SUP_HIT"
300,56,상수,춘천시,FLOW_PS,유량계,FLOW_PS(유량계)_TEXT_속성뿌리기(상수유량_FLOW),상수/춘천시-상수/춘천시-상수-구/FLOW_PS(유량계)_TEXT_속성뿌리기(상수유량_FLOW).LSP,"""-유량계종류:"" GAG_CDE ""/"" IST_YMD ""/형식:"" MOF_CDE ""/관경:"" FLO_DIP"
301,59,상수,춘천시,,,LINE_속성뿌리기(상수-관로),상수/춘천시-상수/춘천시-상수-구/LINE_속성뿌리기(상수-관로).LSP,"""설치일="" ist_ymd "", 용도="" saa_cde "", 재질="" mop_cde "", 구경="" PIP_dip "", 연장="" PIP_len "", 최저깊이="" low_dep "", 최고깊이="" hgh_dep "", 접합="" JHT_CDE"
302,52,상수,춘천시,PIPE_LM,상수관로,PIPE_LM(상수관로)_LINE_속성뿌리기(상수-춘천,상수/춘천시-상수/춘천시-상수-구/PIPE_LM(상수관로)_LINE_속성뿌리기(상수-춘천.LSP,"""WTL_PIPE_LM(상수관로)->"" """" SAA_CDE ""/"" IST_YMD ""/{"" JHT_CDE ""}/"" MOP_CDE ""/%%C"" PIP_DIP ""/L:"" PIP_LEN  ""\n"" ""_..최저D:"" LOW_DEP ""/최고D:"" HGH_DEP"
303,52,상수,춘천시,PIPE_LM,상수관로,PIPE_LM(상수관로)_LINE_속성뿌리기(상수-춘천),상수/춘천시-상수/춘천시-상수-구/PIPE_LM(상수관로)_LINE_속성뿌리기(상수-춘천).LSP,"""WTL_PIPE_LM(상수관로)->"" """" SAA_CDE ""/"" IST_YMD ""/{"" JHT_CDE ""}/"" MOP_CDE ""/%%C"" PIP_DIP ""/L:"" PIP_LEN  ""\n"" ""_..최저D:"" LOW_DEP ""/최고D:"" HGH_DEP"
304,,상수,춘천시,PIPE_LM,상수관로,PIPE_LM(상수관로)_LINE_속성뿌리기(상수_PIPE),상수/춘천시-상수/춘천시-상수-구/PIPE_LM(상수관로)_LINE_속성뿌리기(상수_PIPE).LSP,"""WTL_PIPE_LM(상수관로)->"" ""용도:"" SAA_CDE""/"" IST_YMD ""/접합:"" JHT_CDE ""/재질:"" MOP_CDE ""/%%C"" PIP_DIP ""/L:"" PIP_LEN  ""\n"" ""_..최저D:"" LOW_DEP ""/최고D:"" HGH_DEP"
305,,상수,춘천시,PIPE_LM,상수관로,PIPE_LM(상수관로)_LINE_속성뿌리기(상수_PIPE)-심도빼고-불탐용,상수/춘천시-상수/춘천시-상수-구/PIPE_LM(상수관로)_LINE_속성뿌리기(상수_PIPE)-심도빼고-불탐용.LSP,"""_"" SAA_CDE""/"" IST_YMD ""/["" JHT_CDE ""]/"" MOP_CDE ""/%%C"" PIP_DIP ""/L"" PIP_LEN"
306,,상수,춘천시,SPLY_LS,급수관로,SPLY_LS(급수관로)-LINE_속성뿌리기(상수-소방관로 SPLY),상수/춘천시-상수/춘천시-상수-구/SPLY_LS(급수관로)-LINE_속성뿌리기(상수-소방관로 SPLY).LSP,"saa_cde ""/"" ist_ymd ""/"" mop_cde ""/"" jht_cde ""/%%c"" PIP_DIP ""/L"" PIP_LEN ""/_최저D:"" LOW_DEP ""/최고D:"" HGH_DEP"
307,53,상수,춘천시,SPLY_LS,급수관로,SPLY_LS(급수관로)_LINE-속성뿌리기(상수-춘천),상수/춘천시-상수/춘천시-상수-구/SPLY_LS(급수관로)_LINE-속성뿌리기(상수-춘천).LSP,"""WTL_SPLY_LS(급수관로)->"" """" SAA_CDE ""/"" IST_YMD ""/{"" JHT_CDE ""}/"" MOP_CDE ""/%%C"" PIP_DIP ""/L:"" PIP_LEN  ""\n"" ""_..최저D:"" LOW_DEP ""/최고D:"" HGH_DEP"
308,60,상수,춘천시,,,TEXT_속성뿌리기(상수_변류시설),상수/춘천시-상수/춘천시-상수-구/TEXT_속성뿌리기(상수_변류시설).LSP,""" 형식="" VAL_MOF "", 재질="" VAL_MOP "", 구경="" VAL_DIP "", 형태="" VAL_FOR "", 변실규격="" val_std "", 이상상태="" cst_cde "", 개폐여부="" off_cde"
309,61,상수,춘천시,,,TEXT_속성뿌리기(상수_상수맨홀),상수/춘천시-상수/춘천시-상수-구/TEXT_속성뿌리기(상수_상수맨홀).LSP,"""변실규격="" man_std "", 맨홀종류= "" som_cde "", 맨홀형태="" mhs_cde"
310,62,상수,춘천시,,,TEXT_속성뿌리기(상수_소방시설),상수/춘천시-상수/춘천시-상수-구/TEXT_속성뿌리기(상수_소방시설).LSP,"""맨홀형태="" MHS_CDE "", 소방관구경=""FIR_dip "", 배수관구경="" PIP_dip "", 급수탑높이="" sup_hit "", 형식="" mof_cde"
311,63,상수,춘천시,VALV_PS,변류시설,VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_PS),상수/춘천시-상수/춘천시-상수-구/VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_PS).LSP,"cat ""변류시설(WTL_VALV_PS)->"" FTR_CDE ""/설치일:"" IST_YMD ""/변류형식:"" VAL_MOF ""/재질:"" VAL_MOP ""/구경:%%C"" VAL_DIP """" ""\n"" ""_제수변회전방향:"" SAE_CDE ""/총회전수:"" TRO_CNT ""/현회전수:"" CRO_CNT ""/구동법:"" MTH_CDE """" ""\n"" ""\n"" ""{변실형태:"" VAL_FOR ""/규격:"" VAL_STD ""/상태:"" CST_CDE ""/개폐여부:"" OFF_CDE ""]"""
312,58,상수,춘천시,VALV_PS,변류시설,VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_종류별구경),상수/춘천시-상수/춘천시-상수-구/VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_종류별구경).LSP,"cat ""변류시설(WTL_VALV_PS)->"" FTR_CDE ""/설치일:"" IST_YMD ""/변류형식:"" VAL_MOF ""/재질:"" VAL_MOP ""/구경:%%C"" VAL_DIP """" ""\n"" ""_제수변회전방향:"" SAE_CDE ""/총회전수:"" TRO_CNT ""/현회전수:"" CRO_CNT ""/구동법:"" MTH_CDE """" ""\n"" ""\n"" ""[변실형태:"" VAL_FOR ""/규격:"" VAL_STD ""/상태:"" CST_CDE ""/개폐여부:"" OFF_CDE ""]"""
313,64,상수,춘천시,VALV_PS,변류시설,VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_종류별구경개폐여부),상수/춘천시-상수/춘천시-상수-구/VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_종류별구경개폐여부).LSP,"cat ""변류시설(WTL_VALV_PS)->"" FTR_CDE ""/설치일:"" IST_YMD ""/변류형식:"" VAL_MOF ""/재질:"" VAL_MOP ""/구경:%%C"" VAL_DIP """" ""\n"" ""{변실형태:"" VAL_FOR ""/규격:"" VAL_STD ""/상태:"" CST_CDE ""/개폐여부:"" OFF_CDE ""]"""
314,57,상수,춘천시,WTL_PRES_PS,가압장,WTL_PRES_PS(가압장)-TEXT_속성뿌리기(상수-가압펌프장_PRES),상수/춘천시-상수/춘천시-상수-구/WTL_PRES_PS(가압장)-TEXT_속성뿌리기(상수-가압펌프장_PRES).LSP,"""가압장->"" FNS_YMD ""/가압장명:"" PRS_NAM ""/관리방법:"" SAG_CDE ""/가압장표고:"" PRS_ALT"
315,54,상수,춘천시,WTL_VALV_PS,변류시설,WTL_VALV_PS(변류시설)_TEXT_속성뿌리기(상수-SVT)-회전수-방향각,상수/춘천시-상수/춘천시-상수-구/WTL_VALV_PS(변류시설)_TEXT_속성뿌리기(상수-SVT)-회전수-방향각.LSP,"cat ""WTL_VALV_PS(변류시설)->"" FTR_CDE ""/설치일:"" IST_YMD ""/변류형식:"" VAL_MOF ""/재질:"" VAL_MOP ""/%%C"" VAL_DIP ""/총회전수:"" TRO_CNT ""/현회전수:"" CRO_CNT ""/제조회사명:"" FTR_CDE5 ""/개폐여부:"" FTR_CDE3 ""/구동법:"" MTH_CDE """" ""[변실형태:"" FTR_CDE0 ""/규격:"" FTR_CDE1 ""/상태:"" FTR_CDE2 ""_제수변회전방향:"" SAE_CDE ""]"" ""/방향각:"" FTR_CDE4"
316,58,상수,춘천시,WTL_VALV_PS,변류시설,WTL_VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV)-2015-2589,상수/춘천시-상수/춘천시-상수-구/WTL_VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV)-2015-2589.LSP,"cat ""변류시설(WTL_VALV_PS)->"" FTR_CDE ""/설치일:"" IST_YMD ""/변류형식:"" VAL_MOF ""/재질:"" VAL_MOP ""/구경:%%C"" VAL_DIP """" ""\n"" ""_제수변회전방향:"" SAE_CDE ""/총회전수:"" TRO_CNT ""/현회전수:"" CRO_CNT ""/구동법:"" MTH_CDE """" ""\n"" ""\n"" ""[변실형태:"" VAL_FOR ""/규격:"" VAL_STD ""/상태:"" CST_CDE ""/개폐여부:"" OFF_CDE ""]"""
317,,상수,춘천시,WTL_VALV_PS,변류시설,WTL_VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_종류구경),상수/춘천시-상수/춘천시-상수-구/WTL_VALV_PS(변류시설)_TEXT_속성뿌리기(상수_VALV_종류구경).LSP,"cat ""WTL_VALV_PS(변류시설)->"" FTR_CDE ""/설치일:"" IST_YMD ""/변류형식:"" VAL_MOF ""/재질:"" VAL_MOP ""/구경:%%C"" VAL_DIP """" ""\n"" ""_제수변회전방향:"" SAE_CDE ""/총회전수:"" TRO_CNT ""/현회전수:"" CRO_CNT ""/구동법:"" MTH_CDE """" ""\n"" ""\n"" ""[변실형태:"" VAL_FOR ""/규격:"" VAL_STD ""/상태:"" CST_CDE ""/개폐여부:"" OFF_CDE ""]"""
318,65,상수,춘천시,MANH_PS,,의왕시_TEXT_속성뿌리기(상수_MANH_PS),상수/춘천시-상수/춘천시-상수-구/의왕시_TEXT_속성뿌리기(상수_MANH_PS).LSP,"ist_ymd ""/[종류"" som_cde ""]/"" man_std ""/"" mhs_cde ""/"" SRV_CDE"
319,66,상수,춘천시,VALV_PS,,춘천_TEXT_속성뿌리기(상수_VALV_PS),상수/춘천시-상수/춘천시-상수-구/춘천_TEXT_속성뿌리기(상수_VALV_PS).LSP,"""'상태:"" CST_CDE ""/개폐:"" OFF_CDE ""/종류:"" FTR_CDE ""/변류재질:"" VAL_MOP ""/형식:"" VAL_MOF ""/%%C"" VAL_DIP ""/변실규격:"" VAL_STD ""/회전방향:"" FTR_CDE1"
320,67,상수,춘천시,MANH_PS,,춘천시_TEXT_속성뿌리기(상수_MANH_PS),상수/춘천시-상수/춘천시-상수-구/춘천시_TEXT_속성뿌리기(상수_MANH_PS).LSP,"""SWL_MANH_PS(하수맨홀)->"" FTR_CDE ""/설치일:"" IST_YMD ""/맨홀규격:"" MAN_STD ""/맨홀종류:"" SOM_CDE ""/맨홀형태:"" MHS_CDE "")"""
321,,도로,세종시,BRDG_AS,교량,BRDG_AS(교량)-LINE_속성뿌리기(도로),"세종시-도로,상수,하수/도로리습/2015-2361 도로리습-세종시/BRDG_AS(교량)-LINE_속성뿌리기(도로).LSP","""RDL_BRDG_AS(교량)->"" ""명:"" BRG_NAM ""/형태:"" AEA_CDE ""/종류:"" BJL_CDE ""/종별:"" FAC_CDE ""/총연장:"" TOT_LEN ""/총폭원:"" AEA_CDE0 ""/횡단시설명:"" MFA_CDE ""/왕복차로수:"" LAN_CNT ""/경간수:"" DIS_CNT ""/난간재료:"" AEA_CDE6 ""/난관높이:"" AEA_CDE9 ""/난간W:"" AEA_CDE7 ""/난간L:"" AEA_CDE8 ""/조명갯수:"" AEA_CDE5  ""\n"" ""'설계하중:"" DWG_CDE ""/허용통행하중:"" LIM_WET ""/통행제한높이:"" LIM_HIT ""/구조물등급:"" GRD_CDE ""/상부구조형식:"" UTY_CDE ""/하부구조형식:"" DTY_CDE"
322,28,도로,세종시,BYCP_AS,자전거도로,BYCP_AS(자전거도로)_LINE_속성뿌리기(도로-수원시),"세종시-도로,상수,하수/도로리습/2015-2361 도로리습-세종시/BYCP_AS(자전거도로)_LINE_속성뿌리기(도로-수원시).LSP","""RDL_BYCP_AS(자전거도로)->"" CGB_CDE ""/위치:"" DRT_CDE ""/재질:"" SMW_CDE ""/경계종류:"" DWY_CDE ""/L:"" BYC_LEN ""/W:"" BYC_WID"
323,,도로,세종시,BYST_PS,자전거보관소,BYST_PS(자전거보관소)-TEXT_속성뿌리기(도로),"세종시-도로,상수,하수/도로리습/2015-2361 도로리습-세종시/BYST_PS(자전거보관소)-TEXT_속성뿌리기(도로).LSP","""자전거보관소->"" FTR_CDE ""/STO_CNT(보관대수):"" STO_CNT"
324,,도로,세종시,CROS_PS,교차시설,CROS_PS(교차시설)-TEXT_속성뿌리기(도로-천안시),"세종시-도로,상수,하수/도로리습/2015-2361 도로리습-세종시/CROS_PS(교차시설)-TEXT_속성뿌리기(도로-천안시).LSP","""[교차시설->명:"" FTR_CDE ""/L:"" RTR_LEN ""/W:"" RTR_WID ""]-[교차로->명:"" RTR_NAM ""/교차로수:"" RTR_CNT ""/방식:"" RTR_CDE ""]"""
325,,도로,세종시,CTLR_LS,도로중심선,CTLR_LS(도로중심선)_LINE_속성뿌리기(도로-수원시),"세종시-도로,상수,하수/도로리습/2015-2361 도로리습-세종시/CTLR_LS(도로중심선)_LINE_속성뿌리기(도로-수원시).LSP","""RDL_CTLR_LS(도로중심선)->구간:"" GGB_CDE ""/중용:"" JYG_CDE ""/L:"" RDL_LEN ""/W:"" RDL_WID"
326,,도로,세종시,ETCT_AS,기타시설-면,ETCT_AS(기타시설-면)_LINE_속성뿌리기(도로-수원시),"세종시-도로,상수,하수/도로리습/2015-2361 도로리습-세종시/ETCT_AS(기타시설-면)_LINE_속성뿌리기(도로-수원시).LSP","""RDL_ETCT_AS(기타시설(면->"" FTR_CDE"
327,44,도로,세종시,ETCT_PS,기타시설-점,ETCT_PS(기타시설-점)_TEXT_속성뿌리기(도로-수원시),"세종시-도로,상수,하수/도로리습/2015-2361 도로리습-세종시/ETCT_PS(기타시설-점)_TEXT_속성뿌리기(도로-수원시).LSP","""RDL_ETCT_PS(기타시설(점->"" FTR_CDE"
328,,도로,세종시,EVRD_AS,고가도로,EVRD_AS(고가도로)-LINE_속성뿌리기(도로-세종시)_1,"세종시-도로,상수,하수/도로리습/2015-2361 도로리습-세종시/EVRD_AS(고가도로)-LINE_속성뿌리기(도로-세종시)_1.LSP","""RDL_EVRD_AS(고가도로)->"" ""명:"" EVR_NAM ""/종류:"" BJL_CDE ""/종별:"" FAC_CDE ""/총연장:"" TOT_LEN ""/총폭원:"" ALL_WID ""/왕복차로수:"" LAN_CNT ""/상판재료:"" UPM_CDE ""/경간수:"" DIS_CNT ""/난간재료:"" HDR_CDE ""/난관높이:"" HDR_HIT ""/난간W:"" HDR_WID ""/난간L:"" HDR_LEN ""/조명갯수:"" LCD_CNT  ""\n"" ""'설계하중:"" DWG_CDE ""/허용통행하중:"" LIM_WET ""/통행제한높이:"" LIM_HIT ""/구조물등급:"" GRD_CDE ""/상부구조형식:"" UTY_CDE ""/하부구조형식:"" DTY_CDE"
329,30,도로,세종시,HELP_AS,장애인편의시설,HELP_AS(장애인편의시설)_LINE_속성뿌리기(도로-수원시),"세종시-도로,상수,하수/도로리습/2015-2361 도로리습-세종시/HELP_AS(장애인편의시설)_LINE_속성뿌리기(도로-수원시).LSP","""RDL_HELP_AS(장애인편의시설)->"" ""L:"" BLC_LEN ""/낮:"" BTK_CDE ""/블:"" BLC_CDE ""/위치:"" DRT_CDE"
