NO,중복,구분1,구분2,구분3,구분4,파일명,경로,화면표시
69,,가스,인천국제공항공사,GSL_SG100_PS,천연가스맨홀,"GSL_SG100_PS(천연가스맨홀)-POINT,MTEXT_속성뿌리기(맨홀속성-SEM)","11.인천국제공항공사-구조화/가스-천연가스배관/GSL_SG100_PS(천연가스맨홀)-POINT,MTEXT_속성뿌리기(맨홀속성-SEM).LSP","""\n"" ""GSL_SG100_PS(천연가스맨홀)->"" FTR_CDE ""/형태:"" FOR_CDE ""/종류:"" SOM_CDE ""/넓이:"" ARA_LEN ""/깊이:"" STD_DEP"
70,,난방,인천국제공항공사,HTL_SE001_LS,열배관,HTL_SE001_LS(열배관)-LINE_속성뿌리기,11.인천국제공항공사-구조화/난방-열배관/HTL_SE001_LS(열배관)-LINE_속성뿌리기.LSP,"""HTL_SE001_LS(열배관)->"" FTR_CDE ""/"" IST_YMD ""/재질:"" mop_cde ""/%%c"" STD_DIP ""/L:"" STD_LEN ""/D:"" STD_DEP ""/탐사구분:"" IQT_CDE"
71,,난방,인천국제공항공사,HTL_SE100_PS,상수맨홀,"HTL_SE100_PS(상수맨홀)-POINT,MTEXT_속성뿌리기(맨홀속성-SEM)","11.인천국제공항공사-구조화/난방-열배관/HTL_SE100_PS(상수맨홀)-POINT,MTEXT_속성뿌리기(맨홀속성-SEM).LSP","""\n"" ""HTL_SE100_PS(난방맨홀)->"" FTR_CDE ""/난방밸브:"" FTR_CDE3 ""/형태:"" FOR_CDE ""/종류:"" SOM_CDE ""/뚜껑재질:"" SBC_CDE ""/규격:"" STD_HOL ""X"" STD_VEL ""X"" STD_DEP"
72,12,상수,인천국제공항공사,WTL_SA001_LS,상수관로,"WTL_SA001_LS(상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로)-LINE_속성뿌리기","11.인천국제공항공사-구조화/상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로/WTL_SA001_LS(상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로)-LINE_속성뿌리기.LSP","""WTL_SA001_LS(상수관로)->"" SAA_CDE ""/"" IST_YMD ""/{접합종류:"" jht_cde ""}"" ""/재질:"" mop_cde ""/%%c"" STD_DIP ""/L:"" BYC_LEN ""/D:"" STD_DEP ""/탐사구분:"" IQT_CDE"
73,,상수,인천국제공항공사,WTL_SA001_LS,상수관로,"WTL_SA001_LS(상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로)-LINE_속성뿌리기(2015년)","11.인천국제공항공사-구조화/상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로/WTL_SA001_LS(상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로)-LINE_속성뿌리기(2015년).LSP","""WTL_SA001_LS(상수관로)->"" SAA_CDE ""/"" IST_YMD ""/재질:"" mop_cde ""/%%c"" STD_DIP ""/L:"" BYC_LEN ""/D:"" STD_DEP ""/탐사구분:"" IQT_CDE"
74,13,상수,인천국제공항공사,WTL_SA200_PS,제수변,"WTL_SA200_PS(제수변)-TEXT,POINT_속성뿌리기(변류시설-SBT)","11.인천국제공항공사-구조화/상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로/WTL_SA200_PS(제수변)-TEXT,POINT_속성뿌리기(변류시설-SBT).LSP","""WTL_SA200_PS(제수변)->"" FTR_CDE ""/"" FTR_CDE2 ""/형식:"" MOF_CDE ""/재질:"" MOP_CDE ""/%%C"" STD_DIP ""/형태:"" FOR_CDE ""/변실규격:"" VAL_STD ""/상태:"" CST_CDE ""/개폐:"" OFF_CDE"
75,12,상수(냉수관로),인천국제공항공사,WTL_SA001_LS,상수관로,"WTL_SA001_LS(상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로)-LINE_속성뿌리기","11.인천국제공항공사-구조화/상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로/냉수관로/WTL_SA001_LS(상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로)-LINE_속성뿌리기.LSP","""WTL_SA001_LS(상수관로)->"" SAA_CDE ""/"" IST_YMD ""/{접합종류:"" jht_cde ""}"" ""/재질:"" mop_cde ""/%%c"" STD_DIP ""/L:"" BYC_LEN ""/D:"" STD_DEP ""/탐사구분:"" IQT_CDE"
76,13,상수(냉수관로),인천국제공항공사,WTL_SA200_PS,제수변,"WTL_SA200_PS(제수변)-TEXT,POINT_속성뿌리기(변류시설-SBT)","11.인천국제공항공사-구조화/상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로/냉수관로/WTL_SA200_PS(제수변)-TEXT,POINT_속성뿌리기(변류시설-SBT).LSP","""WTL_SA200_PS(제수변)->"" FTR_CDE ""/"" FTR_CDE2 ""/형식:"" MOF_CDE ""/재질:"" MOP_CDE ""/%%C"" STD_DIP ""/형태:"" FOR_CDE ""/변실규격:"" VAL_STD ""/상태:"" CST_CDE ""/개폐:"" OFF_CDE"
77,12,상수(소방관로),인천국제공항공사,WTL_SA001_LS,상수관로,"WTL_SA001_LS(상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로)-LINE_속성뿌리기","11.인천국제공항공사-구조화/상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로/소방관로/WTL_SA001_LS(상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로)-LINE_속성뿌리기.LSP","""WTL_SA001_LS(상수관로)->"" SAA_CDE ""/"" IST_YMD ""/{접합종류:"" jht_cde ""}"" ""/재질:"" mop_cde ""/%%c"" STD_DIP ""/L:"" BYC_LEN ""/D:"" STD_DEP ""/탐사구분:"" IQT_CDE"
78,13,상수(소방관로),인천국제공항공사,WTL_SA200_PS,제수변,"WTL_SA200_PS(제수변)-TEXT,POINT_속성뿌리기(변류시설-SBT)","11.인천국제공항공사-구조화/상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로/소방관로/WTL_SA200_PS(제수변)-TEXT,POINT_속성뿌리기(변류시설-SBT).LSP","""WTL_SA200_PS(제수변)->"" FTR_CDE ""/"" FTR_CDE2 ""/형식:"" MOF_CDE ""/재질:"" MOP_CDE ""/%%C"" STD_DIP ""/형태:"" FOR_CDE ""/변실규격:"" VAL_STD ""/상태:"" CST_CDE ""/개폐:"" OFF_CDE"
79,12,상수(중수관로),인천국제공항공사,WTL_SA001_LS,상수관로,"WTL_SA001_LS(상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로)-LINE_속성뿌리기","11.인천국제공항공사-구조화/상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로/중수관로/WTL_SA001_LS(상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로)-LINE_속성뿌리기.LSP","""WTL_SA001_LS(상수관로)->"" SAA_CDE ""/"" IST_YMD ""/{접합종류:"" jht_cde ""}"" ""/재질:"" mop_cde ""/%%c"" STD_DIP ""/L:"" BYC_LEN ""/D:"" STD_DEP ""/탐사구분:"" IQT_CDE"
80,13,상수,인천국제공항공사,WTL_SA200_PS,제수변,"WTL_SA200_PS(제수변)-TEXT,POINT_속성뿌리기(변류시설-SBT)","11.인천국제공항공사-구조화/상수관로-중수관로, 중온수관로, 소화관로, 냉수관로, 조경관로/중수관로/WTL_SA200_PS(제수변)-TEXT,POINT_속성뿌리기(변류시설-SBT).LSP","""WTL_SA200_PS(제수변)->"" FTR_CDE ""/"" FTR_CDE2 ""/형식:"" MOF_CDE ""/재질:"" MOP_CDE ""/%%C"" STD_DIP ""/형태:"" FOR_CDE ""/변실규격:"" VAL_STD ""/상태:"" CST_CDE ""/개폐:"" OFF_CDE"
81,,전기,인천국제공항공사,ELL_SC121_LS,전기관로,ELL_SC121_LS(전기관로)-LINE_속성뿌리기(SC221전기관로(배전) SC520전기관로(송전) ),11.인천국제공항공사-구조화/전기-LSP/ELL_SC121_LS(전기관로)-LINE_속성뿌리기(SC221전기관로(배전) SC520전기관로(송전) ).LSP,"""ELL_SC121_LS(전기관로)->관로구분:"" DUT_CDE ""/"" IST_YMD ""/{전압:"" VOT_CDE ""}"" ""/재질:"" MOP_CDE ""/%%c"" STD_DIP ""/[단:"" VEL_DIP""/열:"" HOL_DIP ""]"" ""/L:"" STD_LEN ""/D:"" STD_DEP ""/탐사구분:"" IQT_CDE ""/시설물위치:"" ZNE_CDE ""/단계정보:"" STP_CDE"
82,,전기,인천국제공항공사,ELL_SC210_PS,전기맨홀,ELL_SC210_PS(전기맨홀)-TEXT--속성뿌리기,11.인천국제공항공사-구조화/전기-LSP/ELL_SC210_PS(전기맨홀)-TEXT--속성뿌리기.LSP,"""ELL_SC210_PS(전기맨홀)->"" IST_YMD ""/"" FTR_CDE ""/맨홀번호:"" SCJ_NUM ""/종류:"" SCJ_CDE ""/형태:"" FOR_CDE ""/[H:"" STD_HOL ""/V:"" STD_VEL ""/D:"" STD_DEP ""]"" ""/탐사구분:"" SCJ_CDE0 ""/시설물위치:"" ZNE_CDE ""/단계정보:"" SCJ_CDE9 ""/방향각:"" SCJ_CDE2"
83,,전기,인천국제공항공사,ELL_SC210_PS,전기맨홀,ELL_SC210_PS(전기맨홀)-TEXT_속성뿌리기,11.인천국제공항공사-구조화/전기-LSP/ELL_SC210_PS(전기맨홀)-TEXT_속성뿌리기.LSP,"""ELL_SC210_PS(전기맨홀)->"" IST_YMD ""/"" FTR_CDE ""/맨홀번호:"" SCJ_NUM ""/종류:"" SFA_CDE ""/형태:"" FOR_CDE ""/[H:"" STD_HOL ""/V:"" STD_VEL ""/D:"" STD_DEP ""]"" ""/탐사구분:"" SFA_CDE0 ""/시설물위치:"" ZNE_CDE ""/단계정보:"" SFA_CDE9 ""/방향각:"" SFA_CDE2"
84,14,하수,인천국제공항공사,SWL_PUMP_PS,하수펌프장,SWL_PUMP_PS(하수펌프장)-TEXT_속성뿌리기(하수),11.인천국제공항공사-구조화/하수/SWL_PUMP_PS(하수펌프장)-TEXT_속성뿌리기(하수).LSP,"cat ""'SWL_PUMP_PS(하수펌프장)->"" IST_YMD ""/분류:"" FTR_CDE ""/용도:"" SBE_CDE ""/개통상태:"" SOO_CDE ""/표고:"" STP_HSL"
85,15,하수,인천국제공항공사,SWL_SB090_LS,하수관거,SWL_SB090_LS(하수관거)_LINE-속성뿌리기(하수-군)-무안_1,11.인천국제공항공사-구조화/하수/SWL_SB090_LS(하수관거)_LINE-속성뿌리기(하수-군)-무안_1.LSP,"""~용도:"" SBA_CDE ""/"" SBA_CDE2 ""/재질:"" MOP_CDE ""/형태:"" FOR_CDE ""/%%C"" STD_DIP ""("" STD_HOL ""X"" STD_VEL "")/[규모:"" SBA_CDE3 ""]/L:"" BYC_LEN ""\n"" ""~시깊:"" BEG_DEP ""/종깊:"" END_DEP ""/[평균D:"" sav ""]"" "" - "" IQT_CDE ""\n"" ""\n""""_[시표고:"" sbk ""/종표고:"" sbl ""]_/시저:("" SBK_HSL "")/종저:("" SBL_HSL "")"" ""\n"" ""\n"" ""\n"" "".......{시관상고:"" sbA ""/종관상고:"" sbB ""}"""
86,16,하수,인천국제공항공사,SWL_SB090_LS,하수관거,SWL_SB090_LS(하수관거)_LINE-속성뿌리기(하수-군)-상태외,11.인천국제공항공사-구조화/하수/SWL_SB090_LS(하수관거)_LINE-속성뿌리기(하수-군)-상태외.LSP,"""~용도:"" SBA_CDE ""/"" SBA_CDE2 ""/재질:"" MOP_CDE ""/형태:"" FOR_CDE ""/%%C"" STD_DIP ""("" STD_HOL ""X"" STD_VEL "")/[규모:"" SBA_CDE3 ""]/L:"" BYC_LEN ""\n"" ""~시깊:"" BEG_DEP ""/종깊:"" END_DEP ""/[평균D:"" sav ""]"" ""\n"" ""\n""""_[시표고:"" sbk ""/종표고:"" sbl ""]_/시저:("" SBK_HSL "")/종저:("" SBL_HSL "")"" ""\n"" ""\n"" ""\n"" "".......{시관상고:"" sbA ""/종관상고:"" sbB ""}"""
87,15,하수,인천국제공항공사,SWL_SB090_LS,하수관거,SWL_SB090_LS(하수관거)_LINE-속성뿌리기(하수-군)1,11.인천국제공항공사-구조화/하수/SWL_SB090_LS(하수관거)_LINE-속성뿌리기(하수-군)1.LSP,"""~용도:"" SBA_CDE ""/"" SBA_CDE2 ""/재질:"" MOP_CDE ""/형태:"" FOR_CDE ""/%%C"" STD_DIP ""("" STD_HOL ""X"" STD_VEL "")/[규모:"" SBA_CDE3 ""]/L:"" BYC_LEN ""\n"" ""~시깊:"" BEG_DEP ""/종깊:"" END_DEP ""/[평균D:"" sav ""]"" "" - "" IQT_CDE ""\n"" ""\n""""_[시표고:"" sbk ""/종표고:"" sbl ""]_/시저:("" SBK_HSL "")/종저:("" SBL_HSL "")"" ""\n"" ""\n"" ""\n"" "".......{시관상고:"" sbA ""/종관상고:"" sbB ""}"""
88,17,하수,인천국제공항공사,SWL_SB101_PS,하수맨홀,SWL_SB101_PS(하수맨홀)_TEXT_속성뿌리기(하수)--SOM코드 군단위지침,11.인천국제공항공사-구조화/하수/SWL_SB101_PS(하수맨홀)_TEXT_속성뿌리기(하수)--SOM코드 군단위지침.LSP,"cat ""SWL_MANH_PS(하수맨홀)->"" SMU_CDE ""/"" IST_YMD ""/뚜껑재질:"" SBC_CDE ""/고도:"" IST_YMD1 ""/저고:["" IST_YMD2 ""]"" ""/상태:"" IST_YMD3 ""\n"" "" '"" ""(인:"" IVT_CDE "",사:"" LAD_CDE"")"" ""\n"" "" '형태:"" FOR_CDE ""/%%C"" MAN_DIP ""("" MAN_HOL ""X"" MAN_VEL "")"" ""/SOM코드:"" SOM_CDE ;;""/SOM코드:"" SOM_CDE ""\n"" ""\n"" "" ....[변실_H+토피:"" sum_sbk ""]"""
89,18,하수,인천국제공항공사,SWL_SB102_PS,물받이,SWL_SB102_PS(물받이)_TEXT_속성뿌리기(하수),11.인천국제공항공사-구조화/하수/SWL_SB102_PS(물받이)_TEXT_속성뿌리기(하수).LSP,"""'SWL_SPOT_PS(물받이)->"" SBD_CDE ""/뚜껑형태:"" COV_CDE ""/"" MOP_CDE ""\n"" ""..->형태:"" FOR_CDE ""/변실:%%c"" SPT_DIP ""("" SPT_HOL ""x"" SPT_VEL "")"" ""X"" SPT_DEP"
90,,하수,인천국제공항공사,SWL_SB210_PS,하수펌프장,SWL_SB210_PS(하수펌프장)-TEXT_속성뿌리기(하수),11.인천국제공항공사-구조화/하수/SWL_SB210_PS(하수펌프장)-TEXT_속성뿌리기(하수).LSP,"cat ""'SWL_PUMP_PS(하수펌프장)->"" IST_YMD ""/분류:"" FTR_CDE ""/용도:"" SBE_CDE ""/개통상태:"" SOO_CDE"
91,19,하수,인천국제공항공사,SWL_SPEW_PS,토구,SWL_SPEW_PS(토구)_TEXT_속성뿌리기(하수-군),11.인천국제공항공사-구조화/하수/SWL_SPEW_PS(토구)_TEXT_속성뿌리기(하수-군).LSP,"""SWL_SPEW_PS(토구)_형태:"" FOR_CDE ""/용도:"" VMT_CDE ""/하천명:"" RIV_NAM  ""\n"" "" ...%%c"" SPW_DIP ""("" SPW_HOL ""X"" SPW_VEL "")/표고:"" SPW_HSL"
92,20,전기,,BML_EMAN_PS,전기맨홀,BML_EMAN_PS(전기맨홀)-TEXT_속성뿌리기(지통),11.전기-구조화/BML_EMAN_PS(전기맨홀)-TEXT_속성뿌리기(지통).LSP,"""-"" YMD ""/맨홀:"" FTC ""/종류:"" SCJ ""/형태:"" FOR_ ""/["" HOL ""X"" VEL ""X"" DEP ""]"""
93,21,전기,,BML_EPIP_LS,전력지중관로,BML_EPIP_LS(전력지중관로)_LINE-속성뿌리기(지통),11.전기-구조화/BML_EPIP_LS(전력지중관로)_LINE-속성뿌리기(지통).LSP,"ymd ""/"" FTC ""/"" MOP ""/관공개수:"" LIN ""/구경:"" DIP ""/[열:"" HOL ""/단:"" VEL ""]/L:"" LEN1 ""/D:"" DEP"
94,22,전기,안산시,UFL_BMAN_PS,전기맨홀,UFL_BMAN_PS(전기맨홀)-TEXT_속성뿌리기(지통),11.전기-구조화/안산시-전기/UFL_BMAN_PS(전기맨홀)-TEXT_속성뿌리기(지통).LSP,"""-"" IST_YMD ""/맨홀:"" FTR_CDE ""/종류:"" SCJ_CDE ""/형태:"" FOR_CDE ""/["" STD_HOL ""X"" STD_VEL ""X"" STD_DEP ""]"""
95,23,전기,안산시,UFL_BPIP_LM,전력지중관로,UFL_BPIP_LM(전력지중관로)_LINE-속성뿌리기(지통),11.전기-구조화/안산시-전기/UFL_BPIP_LM(전력지중관로)_LINE-속성뿌리기(지통).LSP,"""UFL_BPIP_LM(전력지중관로)->"" ist_ymd ""/"" FTR_CDE ""/"" MOP_CDE ""/차선통로수:"" SPH_LIN ""/구경:"" STD_DIP ""/[열:"" HOL_DIP ""/단:"" VEL_DIP ""]/L:"" STD_LEN ""/D:"" STD_DEP"
96,24,전기,평택시,ECL_CNDT_LM_KEPCO,한전_지중전력구,ECL_CNDT_LM_KEPCO(한전_지중전력구)_LINE-속성뿌리기(UG),11.전기-구조화/평택-송전/ECL_CNDT_LM_KEPCO(한전_지중전력구)_LINE-속성뿌리기(UG).LSP,"""ECL_CNDT_LM_KEPCO(한전_지중전력구)->"" FTR_CDE ""/"" MOF ""/"" FTR_CDE3 ""/차선통로수:"" LIN ""/[열:"" HOL ""/단:"" VEL ""]/L:"" LEN ""/D:"" DEP"
97,25,전기,평택시,ECL_MANH_PS_KEPCO,한전_지중맨홀,ECL_MANH_PS_KEPCO(한전_지중맨홀)-TEXT_속성뿌리기(UG-MAN),11.전기-구조화/평택-송전/ECL_MANH_PS_KEPCO(한전_지중맨홀)-TEXT_속성뿌리기(UG-MAN).LSP,"""ECL_MANH_PS_KEPCO(한전_지중맨홀)->"" YMD ""/맨홀:"" FTR_CDE ""/종류:"" SCJ ""/형태:"" FORM ""/[H:"" HOL ""/V:"" VEL ""/DEP:"" DEP ""]"""
98,26,전기,평택시,ECL_UGPE_LM_KEPCO,한전_지중관로,ECL_UGPE_LM_KEPCO(한전_지중관로)_LINE-속성뿌리기(UG-UGPE),11.전기-구조화/평택-송전/ECL_UGPE_LM_KEPCO(한전_지중관로)_LINE-속성뿌리기(UG-UGPE).LSP,"""ECL_UGPE_LM_KEPCO(한전_지중관로)->"" FTR_CDE ""/"" FTR_CDE3 ""/"" MOP ""/차선통로수:"" LIN ""/%%C"" DIP ""/[열:"" HOL ""/단:"" VEL ""]/L:"" LEN ""/D:"" DEP"
99,27,전기,평택시,ECL_VENT_PS_KEPCO,한전_환기구,ECL_VENT_PS_KEPCO(한전_환기구)-TEXT_속성뿌리기(UG-UVE),11.전기-구조화/평택-송전/ECL_VENT_PS_KEPCO(한전_환기구)-TEXT_속성뿌리기(UG-UVE).LSP,"""ECL_VENT_PS_KEPCO(한전_환기구)->"" YMD"
100,,상수,국토부--2D3D,PIPE_LM,"취수관, 도수관, 송수관, 배수관, 공업용수관","PIPE_LM(취수관, 도수관, 송수관, 배수관, 공업용수관)-LINE_속성뿌리기(상수-관로 PIPE 중간)_(함안군)","12.국토부--2D3D/PIPE_LM(취수관, 도수관, 송수관, 배수관, 공업용수관)-LINE_속성뿌리기(상수-관로 PIPE 중간)_(함안군).LSP","ist_ymd ""/용도:"" saa_cde ""/재질:"" mop_cde ""/접합종류:"" jht_cde ""/%%c"" std_DIP ""/L"" BYC_LEN   ""WTL_PIPE_LM(상수관로)->"" saa_cde ""/"" ist_ymd ""/{접합종류:"" jht_cde ""}"" ""/재질:"" mop_cde ""/%%c"" std_DIP ""/L"" BYC_LEN  ""\n"" ""~최저D:"" LOW_DEP ""/최고D:"" HGH_DEP ""/탐사구분:"" IQT_CDE"
101,,전력지중관로,국토부--2D3D,UFL_BPIP_LM,전력지중관로,UFL_BPIP_LM(전력지중관로)-LINE_속성뿌리기,12.국토부--2D3D/UFL_BPIP_LM(전력지중관로)-LINE_속성뿌리기.LSP,"""UFL_BPIP_LM(전력지중관로)->"" ""%%C"" STD_DIP ""[열:"" HOL_DIP ""/단:"" VEL_DIP ""]"" ""/D:"" STD_DEP"
102,,가스선로,국토부--2D3D,UFL_GPIP_LM,가스선로,UFL_GPIP_LM(가스선로)-LINE_속성뿌리기,12.국토부--2D3D/UFL_GPIP_LM(가스선로)-LINE_속성뿌리기.LSP,"""UFL_GPIP_LM(가스선로)->"" ""%%C"" STD_DIP ""(가로길이:"" STD_WID "")"" ""/D:"" STD_DEP"
103,,가스선로,국토부--2D3D,UFL_GPIP_LM,가스선로,UFL_GPIP_LM(가스선로)-LINE_속성뿌리기-수정,12.국토부--2D3D/UFL_GPIP_LM(가스선로)-LINE_속성뿌리기-수정.LSP,"""UFL_GPIP_LM(가스선로)->"" ""%%C"" STD_DIP ""/D:"" STD_DEP"
104,,지역난방,국토부--2D3D,UFL_KPIP_LS,지역난방,UFL_KPIP_LS(지역난방)-LINE_속성뿌리기,12.국토부--2D3D/UFL_KPIP_LS(지역난방)-LINE_속성뿌리기.LSP,"""UFL_HPIP_LS(난방선로)->"" ""%%C"" STD_DIP ""/D:"" STD_DEP"
105,,지역난방,국토부--2D3D,UFL_KPIP_LS,지역난방,UFL_KPIP_LS(지역난방)-LINE_속성뿌리기 - 복사본,12.국토부--2D3D/UFL_KPIP_LS(지역난방)-LINE_속성뿌리기 - 복사본.LSP,"""UFL_KPIP_LS(통신선로)->"" ""%%C"" STD_DIP ""/D:"" STD_DEP"
106,,지역난방,국토부--2D3D,UFL_KPIP_LS,통신선로,UFL_KPIP_LS(통신선로)-LINE_속성뿌리기-수정,12.국토부--2D3D/UFL_KPIP_LS(통신선로)-LINE_속성뿌리기-수정.LSP,"""UFL_KPIP_LS(통신선로)->"" ""%%C"" STD_DIP ""(가로길이:"" STD_HOL "")"" ""/D:"" STD_DEP"
107,,광역상수관,국토부--2D3D,UFL_PIPE_LM,광역상수관,UFL_PIPE_LM(광역상수관)-LINE_속성뿌리기,12.국토부--2D3D/UFL_PIPE_LM(광역상수관)-LINE_속성뿌리기.LSP,"""UFL_PIPE_LM(광역상수관)->"" ""관경:"" STD_DIP ""/D:"" STD_DEP"
108,,상수,국토부--2D3D,WTL_PIPE_LM,상수관로,WTL_PIPE_LM(상수관)-LINE_속성뿌리기,12.국토부--2D3D/WTL_PIPE_LM(상수관)-LINE_속성뿌리기.LSP,"""WTL_PIPE_LM(상수관로)->"""" %%c"" STD_DIP ""\n"" ""~최저D:"" LOW_DEP ""/최고D:"" HGH_DEP"
109,20,전기,,BML_EMAN_PS,전기맨홀,BML_EMAN_PS(전기맨홀)-TEXT_속성뿌리기(지통),13.전기-구조화/BML_EMAN_PS(전기맨홀)-TEXT_속성뿌리기(지통).LSP,"""-"" YMD ""/맨홀:"" FTC ""/종류:"" SCJ ""/형태:"" FOR_ ""/["" HOL ""X"" VEL ""X"" DEP ""]"""
110,21,전기,,BML_EPIP_LS,전력지중관로,BML_EPIP_LS(전력지중관로)_LINE-속성뿌리기(지통),13.전기-구조화/BML_EPIP_LS(전력지중관로)_LINE-속성뿌리기(지통).LSP,"ymd ""/"" FTC ""/"" MOP ""/관공개수:"" LIN ""/구경:"" DIP ""/[열:"" HOL ""/단:"" VEL ""]/L:"" LEN1 ""/D:"" DEP"
111,22,전기,안산시,UFL_BMAN_PS,전기맨홀,UFL_BMAN_PS(전기맨홀)-TEXT_속성뿌리기(지통),13.전기-구조화/안산시-전기/UFL_BMAN_PS(전기맨홀)-TEXT_속성뿌리기(지통).LSP,"""-"" IST_YMD ""/맨홀:"" FTR_CDE ""/종류:"" SCJ_CDE ""/형태:"" FOR_CDE ""/["" STD_HOL ""X"" STD_VEL ""X"" STD_DEP ""]"""
112,23,전기,안산시,UFL_BPIP_LM,전력지중관로,UFL_BPIP_LM(전력지중관로)_LINE-속성뿌리기(지통),13.전기-구조화/안산시-전기/UFL_BPIP_LM(전력지중관로)_LINE-속성뿌리기(지통).LSP,"""UFL_BPIP_LM(전력지중관로)->"" ist_ymd ""/"" FTR_CDE ""/"" MOP_CDE ""/차선통로수:"" SPH_LIN ""/구경:"" STD_DIP ""/[열:"" HOL_DIP ""/단:"" VEL_DIP ""]/L:"" STD_LEN ""/D:"" STD_DEP"
113,24,전기,평택시,ECL_CNDT_LM_KEPCO,한전_지중전력구,ECL_CNDT_LM_KEPCO(한전_지중전력구)_LINE-속성뿌리기(UG),13.전기-구조화/평택-송전/ECL_CNDT_LM_KEPCO(한전_지중전력구)_LINE-속성뿌리기(UG).LSP,"""ECL_CNDT_LM_KEPCO(한전_지중전력구)->"" FTR_CDE ""/"" MOF ""/"" FTR_CDE3 ""/차선통로수:"" LIN ""/[열:"" HOL ""/단:"" VEL ""]/L:"" LEN ""/D:"" DEP"
114,25,전기,평택시,ECL_MANH_PS_KEPCO,한전_지중맨홀,ECL_MANH_PS_KEPCO(한전_지중맨홀)-TEXT_속성뿌리기(UG-MAN),13.전기-구조화/평택-송전/ECL_MANH_PS_KEPCO(한전_지중맨홀)-TEXT_속성뿌리기(UG-MAN).LSP,"""ECL_MANH_PS_KEPCO(한전_지중맨홀)->"" YMD ""/맨홀:"" FTR_CDE ""/종류:"" SCJ ""/형태:"" FORM ""/[H:"" HOL ""/V:"" VEL ""/DEP:"" DEP ""]"""
115,26,전기,평택시,ECL_UGPE_LM_KEPCO,한전_지중관로,ECL_UGPE_LM_KEPCO(한전_지중관로)_LINE-속성뿌리기(UG-UGPE),13.전기-구조화/평택-송전/ECL_UGPE_LM_KEPCO(한전_지중관로)_LINE-속성뿌리기(UG-UGPE).LSP,"""ECL_UGPE_LM_KEPCO(한전_지중관로)->"" FTR_CDE ""/"" FTR_CDE3 ""/"" MOP ""/차선통로수:"" LIN ""/%%C"" DIP ""/[열:"" HOL ""/단:"" VEL ""]/L:"" LEN ""/D:"" DEP"
116,27,전기,평택시,ECL_VENT_PS_KEPCO,한전_환기구,ECL_VENT_PS_KEPCO(한전_환기구)-TEXT_속성뿌리기(UG-UVE),13.전기-구조화/평택-송전/ECL_VENT_PS_KEPCO(한전_환기구)-TEXT_속성뿌리기(UG-UVE).LSP,"""ECL_VENT_PS_KEPCO(한전_환기구)->"" YMD"
117,,하수,부천시,SWL_USEM_PS,재이용수맨홀,SWL_USEM_PS(재이용수맨홀)-TEXT-속성뿌리기(MAN_STD)-SB601,14.중수도-구조화/부천시-재이용수/SWL_USEM_PS(재이용수맨홀)-TEXT-속성뿌리기(MAN_STD)-SB601.LSP,"""SWL_USEM_PS(재이용수맨홀)->분류:"" FTR_CDE ""/"" FTR_CDE0 ""/뚜껑형태:"" CMT_CDE ""/뚜껑규격:"" CMP_STD ""/뚜껑재질:"" CMP_CDE ""/맨홀모양코드:"" MHS_CDE ""/종류:"" MHT_CDE ""/맨홀규격:"" MAN_STD"
118,,하수,부천시,SWL_USEP_LS,재이용수관로,SWL_USEP_LS(재이용수관로)_LINE-속성뿌리기-SB600,14.중수도-구조화/부천시-재이용수/SWL_USEP_LS(재이용수관로)_LINE-속성뿌리기-SB600.LSP,"""SWL_USEP_LS(재이용수관로)"" ""->용도:"" SAA_CDE ""/"" ist_ymd ""/재질:"" MOP_CDE ""/{접합종류:"" JHT_CDE ""}"" ""/%%c"" PIP_DIP ""/L:"" PIP_LEN ""/D:"" AVG_DEP ""--불탐여부:"" NOS_CDE"
